Year,Minister,Speech,,,,,
2004-05,P. Chidambaram,"demand – nay dream – of the people of peninsular India. I am happy to inform the House that the Environmental Impact Assessment study of the project has been completed by the National Environmental Engineering Research Institute (NEERI), Nagpur. NEERI is now preparing the techno-economic feasibility report and the report is expected to be submitted shortly. The Ministry of Shipping proposes to establish a special purpose vehicle (SPV). The SPV will raise funds for the project and Government will participate in the funding through a mix of equity support and debt-guarantee.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,International Container Transshipment Terminal (ICTT) at Vallarpadam,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"54. Government attaches high priority to the development and expansion of port infrastructure. Presently, because of inadequate draft and cargo handling infrastructure, and partly due to locational disadvantages, mainline vessels often skip Indian ports. Containers from India are carried to their final destination after transshipment at Colombo, Dubai and other neighbouring ports. Kochi has locational advantages compared to other major Indian ports since it is closer to the main sea routes. Government will facilitate the construction of an International Container Transshipment Terminal (ICTT) at Vallarpadam in Kochi port on Build, Operate and Transfer (BOT) basis.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,Rural housing,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"55. Indira Awas Yojana (IAY) has been the main instrument to provide housing to Scheduled Castes and Scheduled Tribes as well as to the non-SC/ST rural poor. Built into IAY is a credit-cum-subsidy scheme for rural households. A subsidy upto Rs.10,000 and loan upto Rs.40,000 are provided to eligible households. The allocation for IAY in BE 2003-04 was Rs.1710 crore. In the current year, I propose to raise the allocation to Rs.2247 crore and, if more money is needed, it will be found within the enhanced Plan outlay.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"56. In order to complement IAY, the Golden Jubilee Rural Housing Finance Scheme was launched in August 1997 to give a boost to rural housing. The response has been encouraging, and 10.26 lakh dwelling units have been financed so far. However, the number appears to have stagnated at about 180,000 per year in the last three years. The scheme deserves a further stimulus. I am happy to announce that the National Housing Bank has offered to reduce the rate of refinance by 25 basis points this year. RBI has agreed to revise the norms of re-payment for rural housing loans by banks, so that the instalments coincide with crop cycles. A major impediment to credit for rural housing is absence of proper title to the land. The Government of West Bengal has made a law to simplify the creation of security. It appears to me that the law deserves to be emulated by other States. With these changes, I believe it is possible to set a higher target of 250,000 rural housing units per year.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,IX. INDUSTRY,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"57. It is my goal to make the environment in India attractive for investors. In order to achieve that goal, I propose to establish an Investment Commission. The Commission will have the broad authority of the Government to engage, discuss with and invite domestic and foreign businesses to invest in India. It will be chaired by an eminent person. The Foreign Investment Promotion Board (FIPB) has played a useful role, and even now it serves as a one-stop centre for securing the nod of different ministries and departments to a proposed investment. Government believes that many of the functions of FIPB could be put on the automatic route, and leave FIPB as a one-stop service centre and facilitator. The function of wooing domestic and foreign investors will be performed by the proposed Investment Commission.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,58. Government proposes to set up a National Manufacturing Competitiveness Council. The Council will be a continuing forum for policy dialogue to energise and sustain the growth of manufacturing industries. The Council will be asked to suggest measures for enhancing competitiveness in the manufacturing sector. The Council may also recommend industry-specific or sector-specific policy initiatives to enhance competitiveness.,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"59. Foreign Direct Investment (FDI) has the potential to add a competitive edge, especially in the industrial sector. The NCMP declares that FDI will continue to be encouraged and actively sought, particularly in areas of infrastructure, high technology and exports. Three sectors of the economy fully meet this description. They are telecommunications, civil aviation and insurance. There is an urgent need for infusing huge amounts of capital in these sectors. I, therefore, propose to raise the sectoral cap for FDI in telecommunications from 49 per cent to 74 per cent; in civil aviation from 40 per cent to 49 per cent; and in insurance from 26 per cent to 49 per cent.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,Capital Markets,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"60. Government is committed to the orderly development and functioning of the capital markets. A number of steps have been taken to broaden and deepen the capital markets as well as to strengthen the regulatory regime. There are some signs that retail investors are returning to the capital market. Foreign Institutional Investors (FIIs) have shown a marked preference for India over other emerging markets. In order to carry forward the process of making the Indian capital market strong and attractive, I propose to –",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,• Make the procedures for registration and operations simpler and quicker for FIIs;,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,• Raise the investment ceiling for FIIs in debt funds from US$ 1 billion to US$ 1.75 billion;,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,• Allow banks with strong risk management systems greater latitude in their exposure to the capital market;,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,• Create an alternative trading platform for small and medium enterprises (SMEs) to raise equity and debt from the capital market; and,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,• Initiate steps to integrate the commodities markets and the securities markets.,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"RBI and SEBI will announce the necessary measures in respect of these matters. I am also happy to announce that SEBI has been able to resolve the longstanding issue of brokers’ fees, and brokers may expect an announcement shortly.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,61. Many genuine foreign institutional investors (FIIs) are professional bodies of asset managers and financial analysts who can enhance the flow of equity capital and lend depth to the capital markets. An inter-ministerial committee has recommended liberalization of FII limits in certain specified sectors. I propose to examine and implement these recommendations in consultation with the Ministries concerned.,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,Public sector,,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"62. The NCMP has declared the Government’s policy on public sector enterprises (PSEs). While sick or ailing public sector enterprises have stirred a debate, not enough attention is paid to the healthy PSEs. I am happy to announce that in 2004-05 the Government will provide equity support of Rs.14,194 crore and loans of Rs.2,132 crore to Central PSEs (including Railways). Major investments will be made in PSEs falling in the sectors of power, telecommunications, railways, roads, petroleum, coal and civil aviation. I am sure Hon’ble Members will appreciate the deep commitment of Government to a strong and effective public sector operating in a competitive environment.",,,,,
2004-05,P. Chidambaram,,,,,,
2004-05,P. Chidambaram,"63. There is, of course, another side to the public sector. This side is beset with problems, and we must address them with responsibility and courage. Disinvestment and privatization are useful economic tools. We will selectively employ these tools, consistent with the declared policy. As a first step, I propose to establish a Board for Reconstruction of Public Sector Enterprises (BRPSE). The Board will advise the Government on the measures to be taken to restructure PSEs, including cases where disinvestment or closure or sale is justified.",,,,,
